users,text
Angie46554041,"RT @tagbagdrag: @JoeBiden Maybe, but 30 years from now this little girl will still remember what you did to her. https://t.co/mrRJBRJSPK"
yvonnecody1326,RT @judgeyourself99: @JoeBiden #voteblue #BidenHarris2020 https://t.co/nXTCaGY146
jay7022jay,"@JoeBiden I mean, counting down is cool and all, but can you actually tell us meaningful things you are going to do?"
Glitterfiregam1,@JoeBiden yes it is
mmmm_zzzzzz,@JoeBiden Obamacare sucks.
shpoo182,@JoeBiden You mean 2 term.
iron_celtic,@JoeBiden Till you retire for good yes. Thank you ☺️
matildealsaud,@JoeBiden Biden for resident
RegSpradling2,"RT @OVoluntarist: @JoeBiden And China, Ukraine, etc."
FriemanJe,@JoeBiden   Liar liar pants on fire #QuidProJoe   It’s back.
Dsmith0300,@JoeBiden Okay bud https://t.co/1sFKqVsMsM
DarrenMeredith5,@JoeBiden That was one term too many
MikeJor50185614,@JoeBiden Kids huh? Your son just screwed you.. I'd ground him for a month.
x96man,@JoeBiden https://t.co/MZMtvOdRKD
NicholasABourg1,@JoeBiden I thought it was Senator?
Socialtrainers,@JoeBiden All your staff that were at the event right before this one still look happy to see you!
MarkMiranda10,@JoeBiden Cricket cricket cricket
JamieAd31282787,@JoeBiden U sir have already got my vote . Make it count . As a nam vet make it count sir make my vote count!
BionicDance,"@JoeBiden Horsecrap, you will, Joe.  If you were, polling data on the issues would actually matter to you. If you w… https://t.co/wh8lryWWVV"
Lydia85976851,@JoeBiden Amen
dontuworre,@JoeBiden Joe Lied it’s that simple! Said he never discussed his sons schemes to defraud the American taxpayer! Wat… https://t.co/m8raRWNS6t
RobMendoza8,@JoeBiden What state are you in @JoeBiden 😂😂😂
AlRex_for_real,@JoeBiden Stop honking you’re going to scare him.
WeThePeop1eUSA,@JoeBiden https://t.co/HL5vKJenhF
RichardCPatrio1,"@JoeBiden Elections officials in Pennsylvania’s second-most populous county said Wednesday that nearly 29,000 voter… https://t.co/nGBzQwBaiK"
Thomas13218709,@JoeBiden Yep 20 more days of listing to #DumKKKrates complain! Then good bye!!!!!!!!
CaneOrion,@JoeBiden #HuntersEmails #HunterBidenHumanTrafficking https://t.co/d40Krs7cl0
DonnaValente5,"@JoeBiden please have your son, Hunter, sue everyone involved in this fake news bs. Enough is enough!!! https://t.co/1Ac35wEeNh"
firsttakes,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
Tana59115873,@JoeBiden You just lost thousands of votes !!! Obama care sucks
loisgriffinstan,"@JoeBiden @videoeditbot volume=0,musicskip=8,music= https://t.co/Sfq67sNmQp"
zzkunkzz,"@JoeBiden No you’re not!At least you forgot the deaf people that need to read you’re lips,got it?You are always tal… https://t.co/uRCJK5gXit"
vigilantLEO,@JoeBiden Your such a lier https://t.co/blZHdCmR6g
TheRealMattB_,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
grayareagirl,@JoeBiden yikes this news about that hard drive though
twentynutz,RT @ScottPresler: @JoeBiden Until we re-elect President Trump.
dolleneberry,@JoeBiden Your last really you said running for senator.. I know what you meant.. but your wife should be ashamed l… https://t.co/UbolRf3cim
Rcmoore76137,@JoeBiden You hope so bozo.
TerryLynn418,@JoeBiden How?
Rogerslivada,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
iron_celtic,@JoeBiden No thank you sir.
AmericaHellYes,@JoeBiden HAHAH is this a joke? HAHAH
TomBain01885695,"@JoeBiden Sorry Joe Boy, We know you will destroy the country"
scampbell123451,@JoeBiden @BarackObama https://t.co/hXxf41OUWq
conservaruce,@JoeBiden I heard that your mental faculties are on their way out. How can you be our president?
Kostmtl,@JoeBiden That’s how that usually works no ?
samcook32,@JoeBiden HA
Jessica19416041,@JoeBiden Trump beats covid in 72 hours at 74 years old. That's boss level!  Biden would have died 10 times.
phuckutwitr,@JoeBiden https://t.co/dheKwAuczG
Patents_R_Us,"@JoeBiden Joe, 15,852 people attended Trump’s Florida rally.   55 people attended *your* big Florida rally.  Do you sense a pattern here?"
AnneKepplinger,RT @charleyw: @JoeBiden plans to make a historic investment to fight climate change and secure environmental justice by investing $2 trilli…
KwuietusRises,@JoeBiden https://t.co/fODMkFxbGX
Divvi12,@JoeBiden I thought you call a lid? https://t.co/z3OHwjBn7N
KeithTatem,@JoeBiden @medical91 Change your town hall to a different date and upstage the clown. Then you can call him out on… https://t.co/4Y5osrMYdj
JohnMic23708661,@JoeBiden What's the difference between Pepperidge Farm and #ChinaJoeBiden ?  Pepperidge Farm remembers.  #DementiaJoe
RoqieRaccoon,"RT @BethLynch2020: @JoeBiden 30 million uninsured, Joe. And millions more who can't afford their coverage. You aren't protecting Obamacare,…"
SummerQ52817066,@JoeBiden 😂😂🤡🤡🤡🤡
jdistef22,@JoeBiden You mean senator for all Americans right?
DottiMcCracken,@JoeBiden https://t.co/aHPk29IiAN
CMux1,@JoeBiden Not in your lifetime Joe. Plus with all the incriminating documents coming out you and your deep state co… https://t.co/k6dQ9HR4O6
ratswithhatss,@JoeBiden I’m scared
gary_kabler,@JoeBiden It's the greatest failure of ALL leadership in the KNOWN WORLD history!
Delonzojohn,@JoeBiden And take a nap.  Fixed it for ya
PunchFaceNorth,"@JoeBiden omg you created panic about the shutting down of Wabtec, a locomotive manufacturer in Erie? What the hell… https://t.co/OZLHtACpkI"
nmheadhunter,@JoeBiden Yea its his fault China made a weaponized virus!? I've decided its your fault my dog shit in the house today too.
TruthIsFree4You,@JoeBiden 😂😂😂😂😂😂😂😂😂😂😂 Poor senile Joe! https://t.co/2SdwvDivbO
jjx1988,@JoeBiden I refuse to believe that Trump can spell the word ‘prognostications’. Someone else 100% wrote that tweet lol
RacinClay,@JoeBiden is everything he is against....
VonDouchenburg,@JoeBiden Who from the Biden campaign is running these pathetic ads on TV? Are people believing these lies?  One of… https://t.co/BJTVdkq17t
SooperCa,@JoeBiden Go home joe
DeplorableSte12,@JoeBiden https://t.co/XvzEg2bm9v
rachelgwp,"@JoeBiden HI Joe, I would change the town hall to 9 after Trump's town hall for you to have the upper hand and debu… https://t.co/qKcQu7MPb6"
hydroflame,@JoeBiden Are you proud of this son too. I bet at some point you knew that he was poison for your political career https://t.co/cYIsEvN6we
TonnixDethird,@JoeBiden on your back @JoeBiden
ChrisGr78557660,@JoeBiden He sure will kick Donald Trumps ass  November 3
ThelmaB06893137,@JoeBiden .@JoeBiden https://t.co/CcCX7Q53xP
Jessica19416041,@JoeBiden You don't even know your numbers. Your kids deserve smarter parents. Masks DO NOT block covid-19. CDC upd… https://t.co/itESOLw1Fj
____devnull,@JoeBiden Know who I'd hate to be this morning? Hunter Biden. Know who I'd hate to be even MORE? Joe Biden.  You're… https://t.co/U6HdrGyL0W
Ron99453400,@JoeBiden @capitaltigers I'll pitch in a turd if that'll help Joe but as far as my five bucks it went to Trump
Kimike8,@JoeBiden Sorry Joe...I don’t trust u or anything that u say! To say that the American people don’t deserve to know… https://t.co/hCBk8aasV8
raccoonrock,"@JoeBiden while we are at it, let's build on medicare."
SC_10_,@JoeBiden He had 4 years and he hasn’t yet.... tweet doesn’t make sense @realDonaldTrump
Robb95169560,@JoeBiden Your full of it why don't you tell the American people why you robb them
NiggaSlaveOwner,@JoeBiden https://t.co/36739nNCLh
sorrygtg_,RT @TheEpicDept: @JoeBiden I'm just looking for a handout. Or are those exclusively kept for the rich?
Mehedihasan992,@JoeBiden Want to design a perfect interior for your home? Here you can https://t.co/u774Hy84et
RobMendoza8,@JoeBiden Come on man
Perfectstorm453,@JoeBiden Won't your Medicare for all get in the way of Obamacare
Angela72825448,"@JoeBiden @JoeBiden, your father's side of your family, were Slave Owner's. The media only talks of your Mother's s… https://t.co/xTEw0GSWh4"
scotdavis,RT @pdubdev: @JoeBiden Obamacare tripled my insurance premiums and raised my deductibles.   Please destroy it.
Jessica19416041,"@JoeBiden Attacks on Trump because leftists have no platform. Lies against Trump, $4 trillion tax hike, economy cra… https://t.co/e11ucy3km0"
AnthonyRomo17,@JoeBiden your life expectancy???
JamesPaese,"@JoeBiden ""Brace yourselves. Winner is coming."" #BidenHarris"
barb_w62,@JoeBiden Please don't build on it. The ACA made my insurance rates increase 55% in one year!  I can't afford anymo… https://t.co/eQJ9q0dCLT
Michael83630429,"@JoeBiden hey all , please read my story and help me save a life 🙏 https://t.co/YSHtkAQxjI"
Hannah18TLP,@JoeBiden You have an embarrassment of a crowd lol. https://t.co/qTjcD09avX
BeKindOkk,@JoeBiden #PresidentJoeBiden
HollyMaeLindsl1,"@JoeBiden You couldn’t be an effective president of a retirement home, Sloe Joe/Basement Biden!"
tyson_pugh,@JoeBiden Biden’s Son-In-Law Advises Campaign On COVID While On Investment Board
bidenisnotwell,@JoeBiden Never voting for a 47 year proven failure. #Trump2020LandslideVictory #BidenIsAFailure
Chris_Watkins13,@JoeBiden Trump 2020 #Trump2020 #Trump2020LandslideVictory @realDonaldTrump
chaserturner,@JoeBiden The ACA only benefitted INSURANCE COMPANIES getting richer and the government also from the $600 tax. So… https://t.co/JHjGuq4gAa
Theredskinfan,@JoeBiden Obama care is shit. Would you like some examples?
SamaraPena10,RT @windowjack1945: @JoeBiden @gmagruder5 https://t.co/AIwL6AQn7m
JrArtiro,@JoeBiden https://t.co/yHb0Ylns6p
darkstarjerryg,"RT @realTrumpForce: @JoeBiden Joe, take a peek... https://t.co/KrFJ5GR66X"
Jessica19416041,@JoeBiden Say thanks to Crazy Nancy. Because poorly run dem states should not be bailed out using hard working tax… https://t.co/vFG4HrfWEi
Brucekeck5,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
CheminChemin95,@JoeBiden take a lid
elatiolais,@JoeBiden This needs to be spread everywhere !!!! You must be so proud https://t.co/ixI6dMEjRK
Eemunchagote,RT @outfoxed_toni: @JoeBiden Who does Trump owe $420 MILLION dollars too??  Trump is in court trying to dismantle healthcare for millions o…
ToddKrieger1,"@JoeBiden The ones who do vote for you will be hurt too, in most part..... They just don't realize it yet..... (Hop… https://t.co/O6qYCpQPPk"
jswett5,@JoeBiden Ok let’s get a count. How many people that are on Obama care likes it? Sound off and let others how you feel about it. GO!
Angie46554041,RT @reaper9396: @JoeBiden Blood on your hands Joe! https://t.co/ua902icae0
c1_epistropheus,"@JoeBiden Well, Obama care is super sucky.  So take it down!"
cheryl_crevier,@JoeBiden Where's Hunter?
ReadycashAtm,@JoeBiden In the hole!
Magabond2,"@JoeBiden You couldn’t write it properly in the first place. Well, you were busy lining your family pockets, I understand"
ristau22,@JoeBiden And that's how you expect to win?!  No wonder you Demoncrats are relying so heavily on fraudulent voting.
faith167121593,@JoeBiden https://t.co/k8A2zaXhsD
WConservitive,@JoeBiden ACA is a joke.#VoteRedToSaveAmerica #VoteRedStraightRed https://t.co/BWLwByFsK3
OMingyang,@JoeBiden you are betraying America
sommbud,RT @Whatapityonyou: @JoeBiden How about we don’t call it a handout since we all pay taxes and it’s our money.
LarryCorbin18,@JoeBiden Obama was the greatest failure as president In history! Though you will beat his record if  Elected! You… https://t.co/yRIMN5qCuL
Eemunchagote,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
WinningTV_,@JoeBiden ran to the basement this morning and is now hiding from his lies and corruption.  #QuidProJoe https://t.co/MfX8Yuyoeo
RAMJAC,RT @MarkoSilberhand: @JoeBiden Grab him and #VoteHimOut !  #VoteBlue   -  #VoteBidenHarrisToSaveAmerica    💙 https://t.co/xEpEkC6sP9
MiamiPapers,RT @Adeipho_: @JoeBiden haha #NotMyPresident
LisaShe96800714,@JoeBiden Can you explain this JOE?!  https://t.co/0Wce5YD4X4
Jessica19416041,@JoeBiden Will you vote for a pedophile with advanced dementia? You actually believe Sleepy Joe is more qualified t… https://t.co/lCNZ8QHRNO
AlainLacasse,@JoeBiden Trump did not receive the Nobel Peace Prize you coveted. Wow American honor is safe and sound.
Islandb99402728,@JoeBiden Here in the Pacific we have always looked up to the US. But since Trump took office China has been slowly… https://t.co/g8Yir2keOC
Flying_Eider,@JoeBiden Obamacare is a disaster. I lost my insurance because of it. Premiums for other plans are more than double… https://t.co/RSITAPQLKa
lough_rich,@JoeBiden He will forget this statement tomorrow.  Joe will be 78 in January.  Why are the Dems. talking about a co… https://t.co/yIadHchXF5
FinkleaArnold,"@JoeBiden Umm. Just in case folks forgot and lying politico's like you willfully ignore, Obamacare began its own im… https://t.co/zkaQAeJ7Lh"
WeThePeop1eUSA,@JoeBiden https://t.co/jQLxhnb6bO
Queue76,@JoeBiden You can’t take a lid when you’re president Joe. Go back to bed.
Sopayseco3,@JoeBiden My president
TPooneDickens,@JoeBiden https://t.co/JaM3FooWSM
MarkAllanOlive1,@JoeBiden When did you do that 2008? Weren’t you in the Senate before 2008? So you helped put us into a recession t… https://t.co/y7LnyvRqI4
WillyT14,@JoeBiden “I reward my supporters and punish my enemies” BHO....so I kinda doubt it../
GoldflexP,@JoeBiden @johnpavlovitz @realDonaldTrump @EricTrump @DonaldJTrumpJr
NiggaSlaveOwner,@JoeBiden https://t.co/PDvrP9kLuM
bianca_bota,@JoeBiden Really. Really hope that you all do.
Sire_Ayofe,@JoeBiden support the Nigeria youth and Nigerians in US will support you #EndSARS #EndSWAT #EndPoliceBrutalityinNigeria
cheryl_cunha,RT @thebradfordfile: @JoeBiden Where's Hunter?
greatme99,@JoeBiden #BurismaBiden #BidensCrackpipe #BidenEmails   https://t.co/OnHjYnNg6x
Jessica19416041,@JoeBiden 10 Million views: Funiest Trump can't win compilation https://t.co/OczgmoTTBs
freehammer,@JoeBiden again OBAMACARE 🥱🥱🥱🥱🥱....  Is boring to hear the same thing  every fucking minutes ...
kargobus,"@JoeBiden You won’t be a President, so no need to worry about it 🤷🏻‍♂️"
FoglemanRob,@JoeBiden C’mon man!
Theredskinfan,@JoeBiden Oh VP Biden your days are numbered. The house of cards are starting to fall.
MarkoSilberhand,RT @MarkoSilberhand: @JoeBiden Grab him and #VoteHimOut !  #VoteBlue   -  #VoteBidenHarrisToSaveAmerica    💙 https://t.co/xEpEkC6sP9
Mehedihasan992,@JoeBiden Want to convert your 2d plan into 3d? Here you can https://t.co/nIkAijA2tS
Eph61112,@JoeBiden https://t.co/GDZwVWQkhK
schiffer5656,"@JoeBiden @ALJEEZW Thanks God it wasn't your watch, because it would be a lot more. Plus the economy would be destr… https://t.co/BfB1uhLMHX"
johnpalmay,@JoeBiden It needs to be blown up
Petrotrim,@JoeBiden I bet you don’t even know you wrote this BS. It’s pathetic
Budjovi,@JoeBiden If you win it will because it was rigged. There will be another civil war to save our country from you socialist
Jessica19416041,@JoeBiden Only democrats are downplaying voter fraud. Their only way to steal the election. Bunch of scums.  https://t.co/01ItjbFlo6
dontuworre,@JoeBiden JOE LIED! It’s that simple!  https://t.co/ENQljCfn4W https://t.co/6pbxuPbiwT
jensonbland,@JoeBiden How about those emails??
80sbettychic,RT @ScottPresler: @JoeBiden Until we re-elect President Trump.
yvonnecody1326,RT @icecreamonacone: @JoeBiden https://t.co/2QMvK8kySE
umozam,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
TDie2020,RT @TDie2020: @JoeBiden #LyinHidinBidenCheck  Care to comment on the tens of millions of C-19 infections and millions of deaths in America…
mellym0823gmai1,"@JoeBiden 😂😂😂 Trump is winning Florida, and the Presidency for that matter!!! You will be called GITMO Joe 😂😂😂"
DeniseE57122227,@JoeBiden Go @JoeBiden 👊🏼
HanianEmpress,RT @judgeyourself99: @JoeBiden #voteblue #BidenHarris2020 https://t.co/nXTCaGY146
despain_mel,RT @WEdwarda: @JoeBiden Yep...
samorim77,@JoeBiden who puts out a lid this early in the day &amp; this late in the game? Seems like you are hiding something...… https://t.co/sw6OBmgxf8
Jessica19416041,@JoeBiden This election is so unreal. Science fiction. There has never been such a clear choice between candidates… https://t.co/v6cpcuqtRe
